"","address","place","price","lon","lat"
"2236","5133 33RD ST NW","FOREST HILLS",706410,-77.0652379,38.956276
"2237","5139 33RD ST NW","FOREST HILLS",843290,-77.065084,38.9564049
"2238","5214 LINNEAN AVE NW","FOREST HILLS",918030,-77.064488,38.957197
"2239","5208 LINNEAN AVE NW","FOREST HILLS",931770,-77.064341,38.956975
"2240","5145 33RD ST NW","FOREST HILLS",1084610,-77.0649527,38.9565589
"2241","5151 33RD ST NW","FOREST HILLS",946470,-77.064776,38.956696
"2242","5157 33RD ST NW","FOREST HILLS",976170,-77.064653,38.956894
"2243","3201 BROAD BRANCH TER NW","FOREST HILLS",1299810,-77.065455,38.95517
"2244","3209 BROAD BRANCH TER NW","FOREST HILLS",1223320,-77.065537,38.955392
"2245","5030 LINNEAN AVE NW","FOREST HILLS",3921780,-77.0638502,38.9557596
"2246","5060 LINNEAN AVE NW","FOREST HILLS",2324470,-77.0638599,38.9560406
"2247","4970  LINNEAN AVE NW","FOREST HILLS",1354250,-77.0637918,38.9550031
"2248","BROAD BRANCH TR NW","FOREST HILLS",168910,-77.0606208,38.9578117
"2249","5070 LINNEAN AVE NW","FOREST HILLS",1304850,-77.06395,38.956435
"2250","5020 LINNEAN AVE NW","FOREST HILLS",1674540,-77.063973,38.955423
"2251","3307 FESSENDEN ST NW","FOREST HILLS",794750,-77.066536,38.9549359
"2252","FESSENDEN ST","FOREST HILLS",159900,-77.0760849,38.9546971
"2253","5011 34TH ST NW","FOREST HILLS",1644750,-77.0671438,38.955265
"2254","5021 34TH ST NW","FOREST HILLS",834580,-77.0669829,38.955367
"2255","3226 BROAD BRANCH TER NW","FOREST HILLS",1160760,-77.0662109,38.9554529
"2256","3222 BROAD BRANCH TER NW","FOREST HILLS",992350,-77.0662,38.955264
"2257","3303 FESSENDEN ST NW","FOREST HILLS",2745830,-77.066447,38.954838
"2258","3315 FESSENDEN ST NW","FOREST HILLS",1618090,-77.067173,38.954967
"2259","3319 FESSENDEN ST NW","FOREST HILLS",984920,-77.067395,38.954951
"2260","3309 FESSENDEN ST NW","FOREST HILLS",1008810,-77.066827,38.954967
"2261","5101 34TH ST NW","FOREST HILLS",1266870,-77.066934,38.9554959
"2262","5105 34TH ST NW","FOREST HILLS",1083310,-77.066839,38.955606
"2263","3311 FESSENDEN ST NW","FOREST HILLS",797040,-77.066995,38.954967
"2264","3336 BROAD BRANCH TER NW","FOREST HILLS",724360,-77.066585,38.9557209
"2265","5109 34TH ST NW","FOREST HILLS",900650,-77.0667665,38.9558266
"2266","3230 BROAD BRANCH TER NW","FOREST HILLS",1472270,-77.066466,38.955502
"2267","3301 FESSENDEN ST NW","FOREST HILLS",1679810,-77.066051,38.955015
"2268","5000 34TH ST NW","FOREST HILLS",935320,-77.0678707,38.9549374
"2269","3403 FESSENDEN ST NW","FOREST HILLS",746080,-77.067917,38.95498
"2270","3405 FESSENDEN ST NW","FOREST HILLS",756370,-77.068033,38.95498
"2271","3407 FESSENDEN ST NW","FOREST HILLS",696210,-77.068149,38.95498
"2272","3409 FESSENDEN ST NW","FOREST HILLS",718410,-77.068265,38.95498
"2273","3411 FESSENDEN ST NW","FOREST HILLS",698330,-77.068382,38.95498
"2274","3413 FESSENDEN ST NW","FOREST HILLS",728680,-77.068483,38.954829
"2275","3415 FESSENDEN ST NW","FOREST HILLS",808920,-77.068614,38.95498
"2276","3417 FESSENDEN ST NW","FOREST HILLS",702860,-77.06873,38.95498
"2277","3419 FESSENDEN ST NW","FOREST HILLS",760180,-77.0688459,38.95498
"2278","NW","FOREST HILLS",221700,-77.0368707,38.9071923
"2279","NW","FOREST HILLS",159930,-77.0368707,38.9071923
"2280","3424 GARRISON ST NW","FOREST HILLS",752820,-77.068631,38.955311
"2281","3420 GARRISON ST NW","FOREST HILLS",864150,-77.068457,38.955311
"2282","3416 GARRISON ST NW","FOREST HILLS",972850,-77.0683117,38.9553149
"2283","3412 GARRISON ST NW","FOREST HILLS",734330,-77.068134,38.955311
"2284","3408 GARRISON ST NW","FOREST HILLS",942640,-77.067972,38.955311
"2285","3404 GARRISON ST NW","FOREST HILLS",1166060,-77.067798,38.955306
"2286","3400 GARRISON ST NW","FOREST HILLS",960490,-77.067567,38.955308
"2287","3400 BROAD BRANCH TER NW","FOREST HILLS",859750,-77.067141,38.956056
"2288","5108 34TH ST NW","FOREST HILLS",1030580,-77.067238,38.955928
"2289","5144 LINNEAN TER NW","FOREST HILLS",1246680,-77.067533,38.956948
"2290","5140 LINNEAN TER NW","FOREST HILLS",1258630,-77.067679,38.956777
"2291","5132 LINNEAN TER NW","FOREST HILLS",811430,-77.0679255,38.9564667
"2292","5152 LINNEAN TER NW","FOREST HILLS",924120,-77.0672183,38.9572701
"2293","5156 LINNEAN TER NW","FOREST HILLS",1126420,-77.067075,38.957465
"2294","5164 LINNEAN TER NW","FOREST HILLS",850130,-77.066625,38.957675
"2295","5160 LINNEAN TER NW","FOREST HILLS",974750,-77.0668131,38.9575907
"2296","5176 LINNEAN TER NW","FOREST HILLS",899160,-77.0658775,38.9576555
"2297","5172 LINNEAN TER NW","FOREST HILLS",981100,-77.066089,38.957733
"2298","5168 LINNEAN TER NW","FOREST HILLS",1084570,-77.066393,38.957726
"2299","5120 LINNEAN TER NW","FOREST HILLS",829740,-77.067966,38.9559489
"2300","4452 B ST SE","FORT DUPONT PARK",865740,-76.9373619,38.887768
"2301","B ST SE","FORT DUPONT PARK",93750,-76.929676,38.886569
"2302","A ST SE","FORT DUPONT PARK",93750,-76.929782,38.887977
"2303","B ST SE","FORT DUPONT PARK",93750,-76.929676,38.886569
"2304","B ST SE","FORT DUPONT PARK",93750,-76.929676,38.886569
"2305","4448 B ST SE","FORT DUPONT PARK",245470,-76.937851,38.887831
"2306","B ST SE","FORT DUPONT PARK",42380,-76.929676,38.886569
"2307","4442 B ST SE","FORT DUPONT PARK",55130,-76.938202,38.887831
"2308","B ST SE","FORT DUPONT PARK",64160,-76.929676,38.886569
"2309","4432 B ST SE","FORT DUPONT PARK",208670,-76.938729,38.887831
"2310","4430 B ST SE","FORT DUPONT PARK",218900,-76.9387653,38.8877706
"2311","4426 B ST SE","FORT DUPONT PARK",198930,-76.938905,38.887832
"2312","B ST SE","FORT DUPONT PARK",64160,-76.929676,38.886569
"2313","4420 B ST SE","FORT DUPONT PARK",472320,-76.9391161,38.8877909
"2314","B ST SE","FORT DUPONT PARK",93750,-76.929676,38.886569
"2315","4416 B ST SE","FORT DUPONT PARK",159520,-76.939256,38.887832
"2316","4414 B ST SE","FORT DUPONT PARK",196210,-76.9393595,38.8877519
"2317","A ST SE","FORT DUPONT PARK",63550,-76.929782,38.887977
"2318","4417 A ST SE","FORT DUPONT PARK",52940,-76.938796,38.888195
"2319","4436 A ST SE","FORT DUPONT PARK",64170,-76.93771,38.888585
"2320","4436 A ST SE","FORT DUPONT PARK",212470,-76.93771,38.888585
"2321","A ST SE","FORT DUPONT PARK",50530,-76.929782,38.887977
"2322","A ST SE","FORT DUPONT PARK",50530,-76.929782,38.887977
"2323","A ST SE","FORT DUPONT PARK",50500,-76.929782,38.887977
"2324","4435 A ST SE","FORT DUPONT PARK",138460,-76.937901,38.8882681
"2325","4437 A ST SE","FORT DUPONT PARK",128780,-76.937803,38.888195
"2326","4439 A ST SE","FORT DUPONT PARK",151370,-76.937698,38.888195
"2327","4441 A ST SE","FORT DUPONT PARK",179500,-76.937592,38.888195
"2328","4443 A ST SE","FORT DUPONT PARK",55210,-76.937487,38.888195
"2329","4427 A ST SE","FORT DUPONT PARK",53810,-76.9383299,38.888195
"2330","4429 A ST SE","FORT DUPONT PARK",164440,-76.938225,38.888195
"2331","4809 - 4813 TEXAS AVE SE","FORT DUPONT PARK",957770,-76.9382952,38.88909
"2332","4425 A ST SE","FORT DUPONT PARK",512960,-76.938488,38.888195
"2333","4715 - 4721 TEXAS AV SE","FORT DUPONT PARK",1629510,-76.939638,38.887918
"2334","4809 TEXAS AV SE","FORT DUPONT PARK",957770,-76.938911,38.888646
"2335","4815 TEXAS AVE SE","FORT DUPONT PARK",550190,-76.937984,38.889041
"2336","4438 B ST SE","FORT DUPONT PARK",548750,-76.938422,38.887831
"2337","4431 A ST SE","FORT DUPONT PARK",306220,-76.938067,38.888195
"2338","4525 BENNING RD SE","FORT DUPONT PARK",1598830,-76.937475,38.888808
"2339","4519 BENNING RD SE","FORT DUPONT PARK",449480,-76.937671,38.889227
"2340","4551 BENNING RD SE","FORT DUPONT PARK",2009710,-76.9370537,38.8878564
"2341","4413 A ST SE","FORT DUPONT PARK",349640,-76.9392008,38.8881545
"2342","4430 A ST SE","FORT DUPONT PARK",242310,-76.938149,38.888627
"2343","4419 A ST SE","FORT DUPONT PARK",349060,-76.9386796,38.8882621
"2344","4418 A ST SE","FORT DUPONT PARK",211230,-76.938325,38.888622
"2345","4434 B ST SE","FORT DUPONT PARK",166110,-76.938598,38.887831
"2346","4415 A ST SE","FORT DUPONT PARK",361880,-76.939015,38.888195
"2347","4444 B ST SE","FORT DUPONT PARK",301730,-76.9380709,38.887831
"2348","4568  C ST SE","FORT DUPONT PARK",354720,-76.937071,38.8865556
"2349","B ST SE","FORT DUPONT PARK",50530,-76.929676,38.886569
"2350","B ST SE","FORT DUPONT PARK",50530,-76.929676,38.886569
"2351","B ST SE","FORT DUPONT PARK",50530,-76.929676,38.886569
"2352","B ST SE","FORT DUPONT PARK",64870,-76.929676,38.886569
"2353","4465 B ST SE","FORT DUPONT PARK",178450,-76.937935,38.887281
"2354","BENNING RD SE","FORT DUPONT PARK",50460,-76.93423,38.882997
"2355","BENNING RD SE","FORT DUPONT PARK",50560,-76.93423,38.882997
"2356","4559 - 4569 BENNING RD SE","FORT DUPONT PARK",2038430,-76.9365822,38.8869242
"2357","4528 C ST SE","FORT DUPONT PARK",322520,-76.938532,38.886821
"2358","4560 C ST SE","FORT DUPONT PARK",268950,-76.937303,38.886821
"2359","4447 B ST SE","FORT DUPONT PARK",203970,-76.9385618,38.8873892
"2360","4449 B ST SE","FORT DUPONT PARK",197470,-76.9384795,38.8873889
"2361","4520 C ST SE","FORT DUPONT PARK",214270,-76.938884,38.886822
"2362","4544 C ST SE","FORT DUPONT PARK",268310,-76.93783,38.886831
"2363","4536 C ST SE","FORT DUPONT PARK",260760,-76.938181,38.886832
"2364","4540 C ST SE","FORT DUPONT PARK",287730,-76.938005,38.886831
"2365","C ST SE","FORT DUPONT PARK",1950,-76.9937601,38.8860322
"2366","SE","FORT DUPONT PARK",1840,-77.0368707,38.9071923
"2367","SE","FORT DUPONT PARK",5640,-77.0368707,38.9071923
"2368","C ST SE","FORT DUPONT PARK",5640,-76.9937601,38.8860322
"2369","SE","FORT DUPONT PARK",62890,-77.0368707,38.9071923
"2370","SE","FORT DUPONT PARK",5640,-77.0368707,38.9071923
"2371","SE","FORT DUPONT PARK",5640,-77.0368707,38.9071923
"2372","SE","FORT DUPONT PARK",5640,-77.0368707,38.9071923
"2373","SE","FORT DUPONT PARK",5640,-77.0368707,38.9071923
"2374","SE","FORT DUPONT PARK",5640,-77.0368707,38.9071923
"2375","TEXAS AV SE","FORT DUPONT PARK",50520,-76.94076,38.885038
"2376","4601 TEXAS AV SE","FORT DUPONT PARK",7613190,-76.9396434,38.88707
"2377","4532 C ST SE","FORT DUPONT PARK",232630,-76.938357,38.886821
"2378","4524 C ST SE","FORT DUPONT PARK",275000,-76.938708,38.886822
"2379","4552 C ST SE","FORT DUPONT PARK",247090,-76.937479,38.886821
"2380","4548 C ST SE","FORT DUPONT PARK",253150,-76.937654,38.886821
"2381","4453 B ST SE","FORT DUPONT PARK",315390,-76.9383299,38.887281
"2382","4457 B ST SE","FORT DUPONT PARK",265350,-76.93814,38.8873788
"2383","4564 C ST SE","FORT DUPONT PARK",53640,-76.9371873,38.8865557
"2384","C ST SE","FORT DUPONT PARK",1150,-76.9937601,38.8860322
"2385","B ST SE","FORT DUPONT PARK",2940,-76.929676,38.886569
"2386","4441 B ST SE","FORT DUPONT PARK",194160,-76.938743,38.887271
"2387","4469 B ST SE  Unit: 101","FORT DUPONT PARK",154970,-76.937493,38.8872659
"2388","4469 B ST SE  Unit: 102","FORT DUPONT PARK",145040,-76.937493,38.8872659
"2389","4469 B ST SE  Unit: 103","FORT DUPONT PARK",153170,-76.937493,38.8872659
"2390","4469 B ST SE  Unit: 201","FORT DUPONT PARK",142830,-76.937493,38.8872659
"2391","4469 B ST SE  Unit: 202","FORT DUPONT PARK",142830,-76.937493,38.8872659
"2392","4469 B ST SE  Unit: 203","FORT DUPONT PARK",152720,-76.937493,38.8872659
"2393","4469 B ST SE  Unit: 204","FORT DUPONT PARK",143300,-76.937493,38.8872659
"2394","4469 B ST SE  Unit: 301","FORT DUPONT PARK",143530,-76.937493,38.8872659
"2395","4469 B ST SE  Unit: 302","FORT DUPONT PARK",143060,-76.937493,38.8872659
"2396","4469 B ST SE  Unit: 303","FORT DUPONT PARK",152720,-76.937493,38.8872659
"2397","4469 B ST SE  Unit: 304","FORT DUPONT PARK",143300,-76.937493,38.8872659
"2398","4473 B ST SE  Unit: 101","FORT DUPONT PARK",144700,-76.9374283,38.8875619
"2399","4473 B ST SE  Unit: 102","FORT DUPONT PARK",142600,-76.9374283,38.8875619
"2400","3033 BLADENSBURG RD NE","FORT LINCOLN",400890,-76.958822,38.929691
"2401","3035 BLADENSBURG RD NE","FORT LINCOLN",310540,-76.958704,38.929761
"2402","3037 BLADENSBURG RD NE","FORT LINCOLN",281170,-76.958585,38.929841
"2403","3110 35TH ST NE","FORT LINCOLN",300830,-76.9584074,38.9297061
"2404","3108 35TH ST NE","FORT LINCOLN",346410,-76.9584239,38.929526
"2405","3106 35TH ST NE","FORT LINCOLN",386640,-76.9582476,38.9295095
"2406","3104 35TH ST NE","FORT LINCOLN",296810,-76.958248,38.929376
"2407","3102 35TH ST NE","FORT LINCOLN",292540,-76.958161,38.929301
"2408","3100 35TH ST NE","FORT LINCOLN",275060,-76.9580024,38.9292855
"2409","3039 BLADENSBURG RD NE","FORT LINCOLN",53000,-76.958312,38.930023
"2410","3041 BLADENSBURG RD NE","FORT LINCOLN",281220,-76.958206,38.9300939
"2411","3043 BLADENSBURG RD NE","FORT LINCOLN",405700,-76.958089,38.9301595
"2412","3113 35TH ST NE","FORT LINCOLN",292970,-76.958005,38.929941
"2413","3111 35TH ST NE","FORT LINCOLN",397090,-76.95792,38.929863
"2414","3101 35TH ST NE","FORT LINCOLN",486040,-76.957469,38.929497
"2415","3103 35TH ST NE","FORT LINCOLN",277830,-76.957598,38.929569
"2416","3105 35TH ST NE","FORT LINCOLN",271060,-76.957678,38.929642
"2417","3107 35TH ST NE","FORT LINCOLN",296040,-76.957758,38.929715
"2418","3109 35TH ST NE","FORT LINCOLN",328640,-76.957838,38.929788
"2419","3400   NE","FORT LINCOLN",11013160,-77.0886881,38.9349486
"2420","3001 BLADENSBURG RD NE","FORT LINCOLN",17531350,-76.959856,38.928445
"2421","3005 BLADENSBURG RD NE","FORT LINCOLN",18627050,-76.959102,38.92815
"2422","3298 FORT LINCOLN DR NE","FORT LINCOLN",25101870,-76.9571333,38.9215513
"2423","FORT LINCOLN DR NE","FORT LINCOLN",712420,-76.9534989,38.9225663
"2424","EASTERN AV NE","FORT LINCOLN",478510,-76.9589506,38.9316817
"2425","2513 PATRICIA ROBERTS HARRIS PL NE","FORT LINCOLN",1000,-76.959629,38.921667
"2426","2511 PATRICIA ROBERTS HARRIS PL NE","FORT LINCOLN",456810,-76.9619859,38.923756
"2427","2509 PATRICIA ROBERTS HARRIS PL NE","FORT LINCOLN",438840,-76.9620424,38.9237108
"2428","2507 PATRICIA ROBERTS HARRIS PL NE","FORT LINCOLN",438840,-76.9620893,38.9236701
"2429","2505 PATRICIA ROBERTS HARRIS PL NE","FORT LINCOLN",438840,-76.9621365,38.9236302
"2430","2503 PATRICIA ROBERTS HARRIS PL NE","FORT LINCOLN",438840,-76.9621836,38.9235896
"2431","2501 PATRICIA ROBERTS HARRIS PL NE","FORT LINCOLN",457810,-76.962242,38.923538
"2432","2510 PATRICIA ROBERTS HARRIS PL NE","FORT LINCOLN",458730,-76.961691,38.923493
"2433","2508 PATRICIA ROBERTS HARRIS PL NE","FORT LINCOLN",447530,-76.961703,38.9234099
"2434","2506 PATRICIA ROBERTS HARRIS PL NE","FORT LINCOLN",447530,-76.961749,38.923369
"2435","2504 PATRICIA ROBERTS HARRIS PL NE","FORT LINCOLN",447530,-76.961795,38.923327
"2436","2502 PATRICIA ROBERTS HARRIS PL NE","FORT LINCOLN",466260,-76.961853,38.9232749
"2437","3208 THEODORE R HAGANS DR NE","FORT LINCOLN",510930,-76.961538,38.923207
"2438","3210 THEODORE R HAGANS DR NE","FORT LINCOLN",492380,-76.9614762,38.9232078
"2439","3212 THEODORE R HAGANS DR NE","FORT LINCOLN",494630,-76.961412,38.923117
"2440","3214 THEODORE R HAGANS DR NE","FORT LINCOLN",494570,-76.961352,38.9231246
"2441","3216 THEODORE R HAGANS DR NE","FORT LINCOLN",507120,-76.96129,38.9230852
"2442","3218 THEODORE R HAGANS DR NE","FORT LINCOLN",508170,-76.961201,38.922974
"2443","3220 THEODORE R HAGANS DR NE","FORT LINCOLN",489380,-76.96113,38.922927
"2444","3222 THEODORE R HAGANS DR NE","FORT LINCOLN",485350,-76.961072,38.922887
"2445","3224 THEODORE R HAGANS DR NE","FORT LINCOLN",488040,-76.9610197,38.9228953
"2446","3226 THEODORE R HAGANS DR NE","FORT LINCOLN",511770,-76.9609532,38.9228515
"2447","3228 THEODORE R HAGANS DR NE","FORT LINCOLN",509810,-76.96086,38.922744
"2448","3230 THEODORE R HAGANS DR NE","FORT LINCOLN",498400,-76.96079,38.922697
"2449","3232 THEODORE R HAGANS DR NE","FORT LINCOLN",496490,-76.960731,38.922657
"2450","3234 THEODORE R HAGANS DR NE","FORT LINCOLN",491390,-76.960673,38.922618
"2451","3236 THEODORE R HAGANS DR NE","FORT LINCOLN",511180,-76.960602,38.92257
"2452","3238 THEODORE R HAGANS DR NE","FORT LINCOLN",511180,-76.96052,38.922515
"2453","3240 THEODORE R HAGANS DR NE","FORT LINCOLN",494570,-76.9604043,38.9224779
"2454","3242 THEODORE R HAGANS DR NE","FORT LINCOLN",498400,-76.960391,38.9224279
"2455","3244 THEODORE R HAGANS DR NE","FORT LINCOLN",511180,-76.9603209,38.9223799
"2456","3246 THEODORE R HAGANS DR NE","FORT LINCOLN",513710,-76.960238,38.922324
"2457","3248 THEODORE R HAGANS DR NE","FORT LINCOLN",495910,-76.960168,38.922277
"2458","3250 THEODORE R HAGANS DR NE","FORT LINCOLN",494570,-76.960109,38.922237
"2459","3252 THEODORE R HAGANS DR NE","FORT LINCOLN",495910,-76.9600453,38.9222452
"2460","3254 THEODORE R HAGANS DR NE","FORT LINCOLN",509810,-76.9599749,38.9221973
"2461","3256 THEODORE R HAGANS DR NE","FORT LINCOLN",511180,-76.959898,38.922094
"2462","3258 THEODORE R HAGANS DR NE","FORT LINCOLN",485350,-76.9598242,38.9220889
"2463","3260 THEODORE R HAGANS DR NE","FORT LINCOLN",498390,-76.959769,38.922007
"2464","3262 THEODORE R HAGANS DR NE","FORT LINCOLN",488040,-76.95971,38.921968
"2465","3264 THEODORE R HAGANS DR NE","FORT LINCOLN",503290,-76.9596399,38.92192
"2466","3266 THEODORE R HAGANS DR NE","FORT LINCOLN",513710,-76.959557,38.9218649
"2467","3268 THEODORE R HAGANS DR NE","FORT LINCOLN",495910,-76.959487,38.921817
"2468","3270 THEODORE R HAGANS DR NE","FORT LINCOLN",488040,-76.959428,38.921778
"2469","3272 THEODORE R HAGANS DR NE","FORT LINCOLN",488040,-76.95937,38.921738
"2470","3274 THEODORE R HAGANS DR NE","FORT LINCOLN",505250,-76.959299,38.92169
"2471","3276 THEODORE R HAGANS DR NE","FORT LINCOLN",503290,-76.959217,38.921635
"2472","3278 THEODORE R HAGANS DR NE","FORT LINCOLN",495910,-76.959147,38.921587
"2473","3280 THEODORE R HAGANS DR NE","FORT LINCOLN",485350,-76.959088,38.921548
"2474","3282 THEODORE R HAGANS DR NE","FORT LINCOLN",507190,-76.959018,38.9215
"2475","3284 THEODORE R HAGANS DR NE","FORT LINCOLN",504660,-76.958935,38.921444
"2476","3286 THEODORE R HAGANS DR NE","FORT LINCOLN",490560,-76.958865,38.921397
"2477","3288 THEODORE R HAGANS DR NE","FORT LINCOLN",491100,-76.958806,38.921357
"2478","3290 THEODORE R HAGANS DR NE","FORT LINCOLN",488040,-76.958748,38.921318
"2479","3292 THEODORE R HAGANS DR NE","FORT LINCOLN",510400,-76.9586907,38.9213072
"2480","3294 THEODORE R HAGANS DR NE","FORT LINCOLN",503290,-76.958595,38.9212149
"2481","3296 THEODORE R HAGANS DR NE","FORT LINCOLN",486760,-76.958524,38.9211669
"2482","3298 THEODORE R HAGANS DR NE","FORT LINCOLN",491880,-76.958466,38.921128
"2483","3300 THEODORE R HAGANS DR NE","FORT LINCOLN",491390,-76.9584069,38.921088
"2484","3302 THEODORE R HAGANS DR NE","FORT LINCOLN",505830,-76.958337,38.92104
"2485","3304 THEODORE R HAGANS DR NE","FORT LINCOLN",506950,-76.958254,38.920985
"2486","3306 THEODORE R HAGANS DR NE","FORT LINCOLN",498020,-76.958184,38.920937
"2487","3308 THEODORE R HAGANS DR NE","FORT LINCOLN",493740,-76.958125,38.920898
"2488","3310 THEODORE R HAGANS DR NE","FORT LINCOLN",491680,-76.958067,38.920858
"2489","3312 THEODORE R HAGANS DR NE","FORT LINCOLN",508780,-76.957996,38.920811
"2490","3314 THEODORE R HAGANS DR NE","FORT LINCOLN",506950,-76.957914,38.920755
"2491","3316 THEODORE R HAGANS DR NE","FORT LINCOLN",491680,-76.957844,38.920707
"2492","3318 THEODORE R HAGANS DR NE","FORT LINCOLN",493840,-76.957785,38.920668
"2493","3320 THEODORE R HAGANS DR NE","FORT LINCOLN",506730,-76.957721,38.920614
"2494","3319 THEODORE R HAGANS DR NE","FORT LINCOLN",484830,-76.9574332,38.9209191
"2495","3317 THEODORE R HAGANS DR NE","FORT LINCOLN",452620,-76.9575266,38.9209802
"2496","3315 THEODORE R HAGANS DR NE","FORT LINCOLN",451870,-76.9575686,38.921009
"2497","3313 THEODORE R HAGANS DR NE","FORT LINCOLN",445380,-76.9576122,38.9210371
"2498","3311 THEODORE R HAGANS DR NE","FORT LINCOLN",470270,-76.9576637,38.921073
"2499","3309 THEODORE R HAGANS DR NE","FORT LINCOLN",471250,-76.957725,38.9211135
"2500","44TH ST NW","FOXHALL",425380,-77.0862111,38.9274094
"2501","NW","FOXHALL",216980,-77.0368707,38.9071923
"2502","NW","FOXHALL",535200,-77.0368707,38.9071923
"2503","NW","FOXHALL",80250,-77.0368707,38.9071923
"2504","4101 CANAL RD NW","FOXHALL",763830,-77.0782984,38.9061783
"2505","NW","FOXHALL",80250,-77.0368707,38.9071923
"2506","NW","FOXHALL",305000,-77.0368707,38.9071923
"2507","NW","FOXHALL",80260,-77.0368707,38.9071923
"2508","1449 44TH ST NW","FOXHALL",1066980,-77.079991,38.908309
"2509","4350 P ST NW","FOXHALL",1307890,-77.079952,38.908465
"2510","4334 P ST NW","FOXHALL",926150,-77.079746,38.908436
"2511","1401 44TH ST NW","FOXHALL",873570,-77.080476,38.906899
"2512","1405 44TH ST NW","FOXHALL",756070,-77.080434,38.906989
"2513","1409 44TH ST NW","FOXHALL",916220,-77.080397,38.907095
"2514","1413 44TH ST NW","FOXHALL",949970,-77.08036,38.907201
"2515","1417 44TH ST NW","FOXHALL",842940,-77.080324,38.907307
"2516","1421 44TH ST NW","FOXHALL",773130,-77.080287,38.907413
"2517","1433 44TH ST NW","FOXHALL",924840,-77.0802484,38.9078181
"2518","1445 44TH ST NW","FOXHALL",1427450,-77.080024,38.908172
"2519","1425 44TH ST NW","FOXHALL",991540,-77.080246,38.907532
"2520","NW","FOXHALL",2668100,-77.0368707,38.9071923
"2521","1437 44TH ST NW","FOXHALL",949990,-77.080108,38.90793
"2522","1429 44TH ST NW","FOXHALL",830560,-77.0802,38.907665
"2523","1441 44TH ST NW","FOXHALL",800190,-77.080068,38.908046
"2524","1601 44TH ST NW","FOXHALL",902470,-77.080963,38.910846
"2525","1603 44TH ST NW","FOXHALL",652300,-77.080966,38.910906
"2526","1605 44TH ST NW","FOXHALL",649820,-77.080969,38.910956
"2527","1607 44TH ST NW","FOXHALL",936300,-77.080972,38.911008
"2528","1609 44TH ST NW","FOXHALL",766980,-77.080975,38.911063
"2529","1611 44TH ST NW","FOXHALL",930800,-77.080978,38.911118
"2530","1613 44TH ST NW","FOXHALL",734490,-77.080981,38.91117
"2531","1615 44TH ST NW","FOXHALL",661120,-77.080984,38.91122
"2532","1617 44TH ST NW","FOXHALL",822270,-77.0809869,38.911273
"2533","1565 44TH ST NW","FOXHALL",720340,-77.080859,38.910351
"2534","1567 44TH ST NW","FOXHALL",779490,-77.080883,38.9104
"2535","1569 44TH ST NW","FOXHALL",734880,-77.0809,38.910454
"2536","1571 44TH ST NW","FOXHALL",690500,-77.080916,38.910508
"2537","1573 44TH ST NW","FOXHALL",753520,-77.08093,38.910562
"2538","1575 44TH ST NW","FOXHALL",746830,-77.080943,38.910615
"2539","1577 44TH ST NW","FOXHALL",879960,-77.080949,38.9106669
"2540","1579 44TH ST NW","FOXHALL",835360,-77.080955,38.910724
"2541","1539 44TH ST NW","FOXHALL",828910,-77.080287,38.909721
"2542","1541 44TH ST NW","FOXHALL",723840,-77.080358,38.909762
"2543","1543 44TH ST NW","FOXHALL",806680,-77.080412,38.909801
"2544","1545 44TH ST NW","FOXHALL",824190,-77.080456,38.909837
"2545","1547 44TH ST NW","FOXHALL",772720,-77.0805,38.909877
"2546","1549 44TH ST NW","FOXHALL",896330,-77.080555,38.909911
"2547","1551 44TH ST NW","FOXHALL",766810,-77.080596,38.909961
"2548","1553 44TH ST NW","FOXHALL",887260,-77.080633,38.910005
"2549","1555 44TH ST NW","FOXHALL",774520,-77.080668,38.910047
"2550","1557 44TH ST NW","FOXHALL",708930,-77.080701,38.9100899
"2551","1559 44TH ST NW","FOXHALL",845960,-77.08075,38.910142
"2552","1563 44TH ST NW","FOXHALL",856280,-77.08081,38.910254
"2553","1519 44TH ST NW","FOXHALL",773920,-77.079918,38.909259
"2554","1521 44TH ST NW","FOXHALL",657350,-77.079943,38.909319
"2555","1523 44TH ST NW","FOXHALL",773740,-77.079966,38.909372
"2556","1525 44TH ST NW","FOXHALL",759610,-77.079997,38.909422
"2557","1527 44TH ST NW","FOXHALL",756470,-77.080031,38.90947
"2558","1529 44TH ST NW","FOXHALL",743420,-77.0800639,38.909518
"2559","1531 44TH ST NW","FOXHALL",776380,-77.080101,38.90957
"2560","1533 44TH ST NW","FOXHALL",810740,-77.080146,38.909609
"2561","1535 44TH ST NW","FOXHALL",899060,-77.080197,38.909662
"2562","1501 44TH ST NW","FOXHALL",815400,-77.079888,38.908778
"2563","1503 44TH ST NW","FOXHALL",758540,-77.0798669,38.908847
"2564","1505 44TH ST NW","FOXHALL",895410,-77.079862,38.9089
"2565","1507 44TH ST NW","FOXHALL",740040,-77.0798609,38.908959
"2566","1509 44TH ST NW","FOXHALL",933800,-77.079863,38.909019
"2567","1511 44TH ST NW","FOXHALL",642170,-77.0798669,38.909072
"2568","1513 44TH ST NW","FOXHALL",853360,-77.079876,38.90912
"2569","1515 44TH ST NW","FOXHALL",780350,-77.079893,38.909184
"2570","NW","FOXHALL",4718360,-77.0368707,38.9071923
"2571","4448 RESERVOIR RD NW","FOXHALL",957820,-77.083184,38.912326
"2572","4446 RESERVOIR RD NW","FOXHALL",1011750,-77.083097,38.912338
